row,sample_id,predicted_class_index,modality,scale,start_index_inclusive,end_index_exclusive,selected_eligible_positions,eligible_positions_total,relative_start_native,relative_duration_native,relative_support_fraction,token_text,phrase_text,Delta_cls,Delta_reg,intervened_predicted_class_logit,intervened_intensity,time_seconds,certified_missingness
0,-UacrmKiTn4$_$7,2,audio,0.01,0,3,3,210,0.0,0.006,0.014285714285714285,,,0.004627108573913574,0.0010042786598205566,0.9522452354431152,0.5299384593963623,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,18,21,3,210,0.036,0.006,0.014285714285714285,,,0.0017763376235961914,0.0002734065055847168,0.9550960063934326,0.5292075872421265,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,37,40,3,210,0.074,0.006,0.014285714285714285,,,0.0006147623062133789,0.0007718205451965332,0.9562575817108154,0.5297060012817383,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,56,59,3,210,0.112,0.006,0.014285714285714285,,,0.0010586977005004883,2.0742416381835938e-05,0.9558136463165283,0.5289134383201599,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,75,78,3,210,0.15,0.006,0.014285714285714285,,,0.0011844635009765625,4.13060188293457e-05,0.9556878805160522,0.5288928747177124,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,94,97,3,210,0.188,0.006,0.014285714285714285,,,-0.002352595329284668,0.000733494758605957,0.9592249393463135,0.5296676754951477,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,112,115,3,210,0.224,0.006,0.014285714285714285,,,-0.0011044740676879883,0.0007958412170410156,0.9579768180847168,0.5281383395195007,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,131,134,3,210,0.262,0.006,0.014285714285714285,,,-0.001067519187927246,0.00018960237503051758,0.957939863204956,0.5287445783615112,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,150,153,3,210,0.3,0.006,0.014285714285714285,,,-0.0001214742660522461,0.000928044319152832,0.956993818283081,0.5280061364173889,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,169,172,3,210,0.338,0.006,0.014285714285714285,,,-0.007633805274963379,0.0007669925689697266,0.9645061492919922,0.5297011733055115,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,188,191,3,210,0.376,0.006,0.014285714285714285,,,0.0009799003601074219,0.0017598271369934082,0.9558924436569214,0.5271743535995483,,False
0,-UacrmKiTn4$_$7,2,audio,0.01,207,210,3,210,0.414,0.006,0.014285714285714285,,,-0.005020260810852051,0.0013759136199951172,0.9618926048278809,0.5303100943565369,,False
